query,url,title,grade
password change,https://docs.microsoft.com/en-us/sysinternals/downloads/pspasswd,PsPasswd - Windows Sysinternals | Microsoft Docs,5
password change,https://docs.microsoft.com/en-us/advanced-threat-analytics/modifying-ata-config-dcpassword,Change Advanced Threat Analytics config - domain connectivity ...,4
password change,https://docs.microsoft.com/en-us/windows/security/identity-protection/hello-for-business/hello-and-password-changes,Windows Hello and password changes (Windows 10) - Microsoft ...,3
password change,https://docs.microsoft.com/en-us/azure/active-directory/hybrid/how-to-connect-password-hash-synchronization,Implement password hash synchronization with Azure AD Connect ...,2
password change,https://docs.microsoft.com/en-us/office365/admin/add-users/reset-passwords,Reset Office 365 business passwords | Microsoft Docs,1
duplicate,https://docs.microsoft.com/en-us/azure/active-directory/hybrid/how-to-connect-syncservice-duplicate-attribute-resiliency,Identity synchronization and duplicate attribute resiliency | Microsoft ...,10
duplicate,https://docs.microsoft.com/en-us/power-platform/admin/run-bulk-system-jobs-detect-duplicate-records,Run bulk system jobs to detect duplicate records - Power Platform ...,9
duplicate,https://docs.microsoft.com/en-us/dynamics-nav/duplicate-function--recordref-,DUPLICATE Function (RecordRef) - Dynamics NAV | Microsoft Docs,8
duplicate,https://docs.microsoft.com/en-us/powerapps/developer/common-data-service/org-service/detect-duplicate-data,Detect duplicate data using the Organization service (Common Data ...,7
duplicate,https://docs.microsoft.com/en-us/dynamics365/retail/duplicate-payment-protection,Duplicate payments prevention | Microsoft Docs,6
duplicate,https://docs.microsoft.com/en-us/power-platform/admin/set-up-duplicate-detection-rules-keep-data-clean,Set up duplicate detection rules to keep your data clean - Power ...,5
duplicate,https://docs.microsoft.com/en-us/office/vba/language/reference/user-interface-help/duplicate-option-statement,Duplicate Option statement | Microsoft Docs,4
duplicate,https://docs.microsoft.com/en-us/office/vba/api/word.range.duplicate,Range.Duplicate property (Word) | Microsoft Docs,3
duplicate,https://docs.microsoft.com/en-us/office/vba/api/word.paragraphformat.duplicate,ParagraphFormat.Duplicate property (Word) | Microsoft Docs,2
duplicate,https://docs.microsoft.com/en-us/power-platform/admin/turn-duplicate-detection-rules-off-whole-organization,Turn duplicate detection rules on or off for the whole organization ...,1
sprintf,https://docs.microsoft.com/en-us/cpp/c-runtime-library/reference/sprintf-sprintf-l-swprintf-swprintf-l-swprintf-l,"sprintf, _sprintf_l, swprintf, _swprintf_l, __swprintf_l",10
sprintf,https://docs.microsoft.com/en-us/previous-versions/windows/embedded/ms860374(v%3Dmsdn.10),"sprintf, swprintf (Windows CE 5.0) | Microsoft Docs",9
sprintf,https://docs.microsoft.com/en-us/cpp/c-runtime-library/reference/sprintf-s-sprintf-s-l-swprintf-s-swprintf-s-l,"sprintf_s, _sprintf_s_l, swprintf_s, _swprintf_s_l",8
sprintf,https://docs.microsoft.com/en-us/windows/win32/api/strsafe/nf-strsafe-stringcchprintfa,StringCchPrintfA function (strsafe.h) - Win32 apps | Microsoft Docs,7
sprintf,https://docs.microsoft.com/en-us/sql/relational-databases/system-stored-procedures/xp-sprintf-transact-sql,xp_sprintf (Transact-SQL) - SQL Server | Microsoft Docs,6
sprintf,https://docs.microsoft.com/en-us/windows-hardware/drivers/ddi/ntstrsafe/nf-ntstrsafe-rtlstringcchprintfa,RtlStringCchPrintfA function (ntstrsafe.h) - Windows drivers ...,5
sprintf,https://docs.microsoft.com/en-us/visualstudio/code-quality/c6273,C6273 - Visual Studio | Microsoft Docs,4
sprintf,https://docs.microsoft.com/en-us/windows-hardware/drivers/kernel/summary-of-kernel-mode-safe-string-functions,Summary of Kernel-Mode Safe String Functions - Windows drivers ...,3
sprintf,https://docs.microsoft.com/en-us/azure/devops/pipelines/process/artifact-policy,Artifact policy checks - Azure Pipelines | Microsoft Docs,2
sprintf,https://docs.microsoft.com/es-es/cpp/c-runtime-library/reference/sprintf-sprintf-l-swprintf-swprintf-l-swprintf-l,"sprintf, _sprintf_l, swprintf, _swprintf_l, __swprintf_lsprintf, _sprintf_l ...",1
order,https://docs.microsoft.com/en-us/azure/databox/data-box-deploy-ordered,Tutorial to order Azure Data Box | Microsoft Docs,10
order,https://docs.microsoft.com/en-us/dynamics365/commerce/dev-itpro/order-attributes,Define and set order attributes | Microsoft Docs,9
order,https://docs.microsoft.com/en-us/dotnet/api/system.componentmodel.dataannotations.displayattribute.order,DisplayAttribute.Order Property (System.ComponentModel ...,8
order,https://docs.microsoft.com/en-us/scripting/javascript/reference/sort-method-array-javascript,Array.prototype.sort() - JavaScript | MDN,7
order,https://docs.microsoft.com/en-us/sql/t-sql/queries/select-order-by-clause-transact-sql,ORDER BY Clause (Transact-SQL) - SQL Server | Microsoft Docs,6
order,https://docs.microsoft.com/en-us/azure/kusto/query/orderoperator,order operator - Azure Data Explorer | Microsoft Docs,5
order,https://docs.microsoft.com/en-us/dynamics365/business-central/assembly-how-to-sell-items-assembled-to-order,How to Sell Items Assembled to Order - Business Central | Microsoft ...,4
order,https://docs.microsoft.com/en-us/dynamics365/field-service/work-order-status-booking-status,Work order and booking statuses | Microsoft Docs,3
order,https://docs.microsoft.com/en-us/scripting/javascript/reference/map-object-javascript,Map - JavaScript | MDN,2
order,https://docs.microsoft.com/en-us/windows/win32/dlls/dynamic-link-library-search-order,Dynamic-Link Library Search Order - Win32 apps | Microsoft Docs,1
exchange online,https://docs.microsoft.com/en-us/exchange/exchange-online,Exchange Online | Microsoft Docs,10
exchange online,https://docs.microsoft.com/en-us/powershell/exchange/exchange-online/connect-to-exchange-online-powershell/connect-to-exchange-online-powershell,Connect to Exchange Online PowerShell | Microsoft Docs,9
exchange online,https://docs.microsoft.com/en-us/powershell/exchange/exchange-online/exchange-online-powershell-v2/exchange-online-powershell-v2,Exchange Online PowerShell V2 | Microsoft Docs,8
exchange online,https://docs.microsoft.com/en-us/exchange/exchange-admin-center,Exchange admin center in Exchange Online | Microsoft Docs,7
exchange online,https://docs.microsoft.com/en-us/microsoft-365/security/office-365-security/exchange-online-protection-overview,Exchange Online Protection overview - Office 365 | Microsoft Docs,6
exchange online,https://docs.microsoft.com/en-us/powershell/exchange/exchange-online/connect-to-exchange-online-powershell/mfa-connect-to-exchange-online-powershell,Connect to Exchange Online PowerShell using multi-factor ...,5
exchange online,https://docs.microsoft.com/en-us/office365/servicedescriptions/exchange-online-service-description/exchange-online-limits,Exchange Online limits - Service Descriptions | Microsoft Docs,4
exchange online,https://docs.microsoft.com/en-us/office365/servicedescriptions/exchange-online-service-description/exchange-online-service-description,Exchange Online service description - Service Descriptions ...,3
exchange online,https://docs.microsoft.com/en-us/powershell/exchange/exchange-online/exchange-online-powershell,Exchange Online PowerShell | Microsoft Docs,2
exchange online,https://docs.microsoft.com/en-us/microsoftteams/exchange-teams-interact,How Exchange and Microsoft Teams interact - Microsoft Teams ...,1
charts,https://docs.microsoft.com/en-us/azure/devops/report/dashboards/charts,"Status and trend work item, query-based charts - Azure DevOps ...",10
charts,https://docs.microsoft.com/en-us/azure/devops/report/dashboards/overview,"Understand dashboards, charts, reports & widgets - Azure DevOps ...",9
charts,https://docs.microsoft.com/en-us/power-bi/visuals/desktop-ribbon-charts,Use ribbon charts in Power BI - Power BI | Microsoft Docs,8
charts,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/metrics-charts,Advanced features of Azure Metrics Explorer - Azure Monitor ...,7
charts,https://docs.microsoft.com/en-us/azure/devops/pipelines/tasks/deploy/helm-deploy,Package and Deploy Helm Charts task - Azure Pipelines | Microsoft ...,6
charts,https://docs.microsoft.com/en-us/azure/container-registry/container-registry-helm-repos,Store Helm charts - Azure Container Registry | Microsoft Docs,5
charts,https://docs.microsoft.com/en-us/power-bi/visuals/power-bi-visualization-types-for-reports-and-q-and-a,Visualization types in Power BI - Power BI | Microsoft Docs,4
charts,https://docs.microsoft.com/en-us/powerapps/maker/canvas-apps/use-line-pie-bar-chart,Create a chart in a canvas app - PowerApps | Microsoft Docs,3
charts,https://docs.microsoft.com/en-us/power-bi/visuals/power-bi-visualization-funnel-charts,Funnel charts - Power BI | Microsoft Docs,2
charts,https://docs.microsoft.com/en-us/azure/devops/report/dashboards/add-charts-to-dashboard,Add built-in charts to a team dashboard - Azure DevOps | Microsoft ...,1
command line,https://docs.microsoft.com/en-us/nuget/reference/nuget-exe-cli-reference,NuGet Command-Line Interface (CLI) Reference | Microsoft Docs,10
command line,https://docs.microsoft.com/en-us/azure/devops/pipelines/tasks/utility/command-line,Command Line task - Azure Pipelines | Microsoft Docs,9
command line,https://docs.microsoft.com/en-us/cli/azure/,Overview of the Azure CLI | Microsoft Docs,8
command line,https://docs.microsoft.com/en-us/sql/dma/dma-commandline,Run Data Migration Assistant from the command line - SQL Server ...,7
command line,https://docs.microsoft.com/en-us/windows-server/administration/windows-commands/windows-commands,Windows Commands | Microsoft Docs,6
command line,https://docs.microsoft.com/en-us/azure/virtual-machines/windows/quick-create-cli,Quickstart - Create a Windows VM using the Azure CLI - Azure ...,5
command line,https://docs.microsoft.com/en-us/visualstudio/install/use-command-line-parameters-to-install-visual-studio,Use command-line parameters to install Visual Studio | Microsoft Docs,4
command line,https://docs.microsoft.com/en-us/ef/core/miscellaneous/cli/dotnet,EF Core tools reference (.NET CLI) - EF Core | Microsoft Docs,3
command line,https://docs.microsoft.com/en-us/dotnet/core/tools/,.NET Core CLI | Microsoft Docs,2
command line,https://docs.microsoft.com/en-us/windows-hardware/manufacture/desktop/windows-setup-command-line-options,Windows Setup Command-Line Options | Microsoft Docs,1
services,https://docs.microsoft.com/en-us/learn/modules/welcome-to-azure/,Core Cloud Services - Introduction to Azure - Learn | Microsoft Docs,10
services,https://docs.microsoft.com/en-us/azure/cognitive-services/,Azure Cognitive Services documentation | Microsoft Docs,9
services,https://docs.microsoft.com/en-us/deployoffice/privacy/optional-connected-experiences,Overview of optional connected experiences in Office | Microsoft Docs,8
services,https://docs.microsoft.com/en-us/azure/virtual-network/virtual-network-for-azure-services,Virtual network for Azure services | Microsoft Docs,7
services,https://docs.microsoft.com/en-us/azure/,Microsoft Azure Documentation | Microsoft Docs,6
services,https://docs.microsoft.com/en-us/learn/paths/use-lcs-design-plan-implementation-finance-operations/,Use Lifecycle Services to design and plan an implementation of ...,5
services,https://docs.microsoft.com/en-us/azure/cognitive-services/cognitive-services-and-machine-learning,Cognitive Services and Machine Learning - Azure Cognitive ...,4
services,https://docs.microsoft.com/en-us/learn/modules/intro-to-m365-core-services/,Introduction to Microsoft 365 core services and features - Learn ...,3
services,https://docs.microsoft.com/en-us/learn/paths/connect-your-services-together/,Connect your services together learning path - Learn | Microsoft Docs,2
services,https://docs.microsoft.com/en-us/azure/active-directory/managed-identities-azure-resources/services-support-managed-identities,Azure Services that support managed identities - Azure AD ...,1
length,https://docs.microsoft.com/en-us/scripting/javascript/reference/length-property-array-javascript,Array.length - JavaScript | MDN,10
length,https://docs.microsoft.com/en-us/scripting/javascript/reference/length-property-function-javascript,Function.length - JavaScript | MDN,9
length,https://docs.microsoft.com/en-us/scripting/javascript/reference/length-property-string-javascript,String length - JavaScript | MDN,8
length,https://docs.microsoft.com/en-us/scripting/javascript/reference/length-property-arguments-javascript,arguments.length - JavaScript | MDN,7
length,https://docs.microsoft.com/en-us/scripting/javascript/reference/length-property-int8array?redirectedfrom=MSDN,TypedArray.prototype.length - JavaScript | MDN,6
length,https://docs.microsoft.com/en-us/windows/win32/direct3dhlsl/dx-graphics-hlsl-length,length - Win32 apps | Microsoft Docs,5
length,https://docs.microsoft.com/en-us/azure/logic-apps/workflow-definition-language-functions-reference,Reference guide for functions in expressions - Azure Logic Apps ...,4
length,https://docs.microsoft.com/en-us/dotnet/api/system.array.length,Array.Length Property (System) | Microsoft Docs,3
length,https://docs.microsoft.com/en-us/windows/win32/fileio/naming-a-file,"Naming Files, Paths, and Namespaces - Win32 apps | Microsoft Docs",2
length,https://docs.microsoft.com/en-us/dotnet/api/system.string.length,String.Length Property (System) | Microsoft Docs,1
SCCM,https://docs.microsoft.com/en-us/configmgr/core/understand/introduction,What is Configuration Manager? - Configuration Manager | Microsoft ...,10
SCCM,https://docs.microsoft.com/en-us/configmgr/,Microsoft Endpoint Configuration Manager documentation ...,9
SCCM,https://docs.microsoft.com/en-us/configmgr/core/plan-design/changes/features-and-capabilities,Features and capabilities - Configuration Manager | Microsoft Docs,8
SCCM,https://docs.microsoft.com/en-us/services-hub/health/getting-started-sccm,Getting Started with the SCCM On-Demand Assessment | Microsoft ...,7
SCCM,https://docs.microsoft.com/en-us/configmgr/core/plan-design/choose-a-device-management-solution,Choose a device management solution - Configuration Manager ...,6
SCCM,https://docs.microsoft.com/en-us/windows/deployment/deploy-windows-mdt/integrate-configuration-manager-with-mdt,Integrate Configuration Manager with MDT (Windows 10) - Windows ...,5
SCCM,https://docs.microsoft.com/en-us/configmgr/compliance/deploy-use/create-configuration-baselines,Create configuration baselines - Configuration Manager | Microsoft ...,4
SCCM,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/collect-sccm,Connect Configuration Manager to Azure Monitor - Azure Monitor ...,3
SCCM,https://docs.microsoft.com/en-us/dynamics365/outlook-addin/admin-guide/use-sccm,Use SCCM to install Dynamics 365 for Outlook | Microsoft Docs,2
SCCM,https://docs.microsoft.com/en-us/windows/security/threat-protection/microsoft-defender-atp/configure-endpoints-sccm,Onboard Windows 10 machines using System Center Configuration ...,1
WPF,https://docs.microsoft.com/en-us/dotnet/framework/wpf/getting-started/introduction-to-wpf-in-vs,Introduction to WPF in Visual Studio | Microsoft Docs,10
WPF,https://docs.microsoft.com/en-us/visualstudio/designers/getting-started-with-wpf,What is WPF? - Visual Studio | Microsoft Docs,9
WPF,https://docs.microsoft.com/en-us/dotnet/framework/wpf/,Windows Presentation Foundation - WPF | Microsoft Docs,8
WPF,https://docs.microsoft.com/en-us/dotnet/framework/wpf/introduction-to-wpf,Introduction to WPF | Microsoft Docs,7
WPF,https://docs.microsoft.com/en-us/dotnet/framework/wpf/getting-started/,Getting Started - WPF | Microsoft Docs,6
WPF,https://docs.microsoft.com/en-us/dotnet/desktop-wpf/migration/convert-project-from-net-framework,Migrating WPF Apps to .NET Core 3.0 - WPF | Microsoft Docs,5
WPF,https://docs.microsoft.com/en-us/dotnet/desktop-wpf/fundamentals/styles-templates-overview,Styles and templates - WPF | Microsoft Docs,4
WPF,https://docs.microsoft.com/en-us/dotnet/framework/wpf/advanced/wpf-architecture,Architecture - WPF | Microsoft Docs,3
WPF,https://docs.microsoft.com/en-us/dotnet/desktop-wpf/overview/,What is Windows Presentation Foundation - WPF | Microsoft Docs,2
WPF,https://docs.microsoft.com/en-us/xamarin/xamarin-forms/platform/other/wpf,WPF Platform Setup - Xamarin | Microsoft Docs,1
binding,https://docs.microsoft.com/en-us/dotnet/api/system.servicemodel.channels.binding,Binding Class (System.ServiceModel.Channels) | Microsoft Docs,10
binding,https://docs.microsoft.com/en-us/dotnet/desktop-wpf/data/data-binding-overview,Data binding overview - WPF | Microsoft Docs,9
binding,https://docs.microsoft.com/en-us/scripting/javascript/reference/bind-method-function-javascript,Function.prototype.bind() - JavaScript | MDN,8
binding,https://docs.microsoft.com/en-us/dotnet/api/system.windows.forms.binding,Binding Class (System.Windows.Forms) | Microsoft Docs,7
binding,https://docs.microsoft.com/en-us/uwp/api/windows.ui.xaml.data.binding,Binding Class (Windows.UI.Xaml.Data) - Windows UWP ...,6
binding,https://docs.microsoft.com/en-us/xamarin/xamarin-forms/xaml/xaml-basics/data-binding-basics,Part 4. Data Binding Basics - Xamarin | Microsoft Docs,5
binding,https://docs.microsoft.com/en-us/aspnet/core/mvc/models/model-binding,Model Binding in ASP.NET Core | Microsoft Docs,4
binding,https://docs.microsoft.com/en-us/dotnet/api/xamarin.forms.binding,Binding Class (Xamarin.Forms) | Microsoft Docs,3
binding,https://docs.microsoft.com/en-us/xamarin/ios/platform/binding-objective-c/walkthrough,Walkthrough: Binding an iOS Objective-C Library - Xamarin ...,2
binding,https://docs.microsoft.com/en-us/dotnet/api/system.windows.data.binding,Binding Class (System.Windows.Data) | Microsoft Docs,1
role,https://docs.microsoft.com/en-us/aspnet/core/security/authorization/roles,Role-based authorization in ASP.NET Core | Microsoft Docs,10
role,https://docs.microsoft.com/en-us/azure/role-based-access-control/built-in-roles,Built-in roles for Azure resources | Microsoft Docs,9
role,https://docs.microsoft.com/en-us/azure/role-based-access-control/overview,What is role-based access control (RBAC) for Azure resources ...,8
role,https://docs.microsoft.com/en-us/azure/virtual-desktop/create-service-principal-role-powershell,Windows Virtual Desktop service principal role assignment - Azure ...,7
role,https://docs.microsoft.com/en-us/azure/role-based-access-control/role-assignments-portal,Add or remove role assignments using Azure RBAC and the Azure ...,6
role,https://docs.microsoft.com/en-us/azure/active-directory/users-groups-roles/directory-assign-admin-roles,Admin role descriptions and permissions - Azure AD | Microsoft Docs,5
role,https://docs.microsoft.com/en-us/intune/fundamentals/create-custom-role,Create a custom role in Intune | Microsoft Docs,4
role,https://docs.microsoft.com/en-us/windows/win32/winauto/role-property,Role Property - Win32 apps | Microsoft Docs,3
role,https://docs.microsoft.com/en-us/cli/azure/role/definition,az role definition | Microsoft Docs,2
role,https://docs.microsoft.com/en-us/powerapps/maker/model-driven-apps/share-model-driven-app,Share a model-driven app with Power Apps - PowerApps | Microsoft ...,1
context,https://docs.microsoft.com/en-us/azure/azure-functions/functions-reference-node,JavaScript developer reference for Azure Functions | Microsoft Docs,10
context,https://docs.microsoft.com/en-us/scripting/javascript/reference/this-statement-javascript,this - JavaScript | MDN,9
context,https://docs.microsoft.com/en-us/azure/api-management/api-management-policy-expressions,Azure API Management policy expressions | Microsoft Docs,8
context,https://docs.microsoft.com/en-us/dotnet/api/android.content.context,Context Class (Android.Content) | Microsoft Docs,7
context,https://docs.microsoft.com/en-us/windows/win32/api/winnt/ns-winnt-context,CONTEXT (winnt.h) - Win32 apps | Microsoft Docs,6
context,https://docs.microsoft.com/en-us/powershell/module/az.storage/new-azstoragecontext,New-AzStorageContext (Az.Storage) | Microsoft Docs,5
context,https://docs.microsoft.com/en-us/dax/dax-overview,DAX overview - DAX | Microsoft Docs,4
context,https://docs.microsoft.com/en-us/azure/azure-monitor/app/data-model-context,Telemetry Context - Azure Monitor,3
context,https://docs.microsoft.com/en-us/powerapps/developer/model-driven-apps/clientapi/clientapi-execution-context,Client API execution context in model-driven apps - PowerApps ...,2
context,https://docs.microsoft.com/en-us/dotnet/api/android.content.contextwrapper.applicationcontext,Context,1
background,https://docs.microsoft.com/en-us/dynamics365/business-central/dev-itpro/developer/devenv-page-background-tasks,Page Background Tasks - Business Central | Microsoft Docs,10
background,https://docs.microsoft.com/en-us/dotnet/api/system.windows.controls.control.background,Control.Background Property (System.Windows.Controls) | Microsoft ...,9
background,https://docs.microsoft.com/en-us/windows/iot-core/develop-your-app/backgroundapplications,Background Applications - Windows IoT | Microsoft Docs,8
background,https://docs.microsoft.com/en-us/power-bi/guidance/power-query-background-refresh,Disable Power Query background refresh - Power BI | Microsoft Docs,7
background,https://docs.microsoft.com/en-us/previous-versions/windows/silverlight/dotnet-windows-silverlight/ms592510(v%3Dvs.95),Control.Background Property (System.Windows.Controls) | Microsoft ...,6
background,https://docs.microsoft.com/en-us/dotnet/api/android.views.view.background,View.Background Property (Android.Views) | Microsoft Docs,5
background,https://docs.microsoft.com/en-us/aspnet/core/fundamentals/host/hosted-services,Background tasks with hosted services in ASP.NET Core | Microsoft ...,4
background,https://docs.microsoft.com/en-us/dotnet/architecture/microservices/multi-container-microservice-net-applications/background-tasks-with-ihostedservice,Implement background tasks in microservices with IHostedService ...,3
background,https://docs.microsoft.com/en-us/azure/architecture/best-practices/background-jobs,Background jobs guidance - Best practices for cloud applications ...,2
background,https://docs.microsoft.com/en-us/office/vba/api/visio.page.background,Page.Background property (Visio) | Microsoft Docs,1
service,https://docs.microsoft.com/en-us/azure/azure-netapp-files/azure-netapp-files-service-levels,Service levels for Azure NetApp Files | Microsoft Docs,10
service,https://docs.microsoft.com/en-us/azure/devops/pipelines/process/service-containers,Service Containers - Azure Pipelines & TFS | Microsoft Docs,9
service,https://docs.microsoft.com/en-us/azure/service-fabric/service-fabric-overview,Overview of Service Fabric on Azure - Azure Service Fabric ...,8
service,https://docs.microsoft.com/en-us/sql/t-sql/statements/create-service-transact-sql,CREATE SERVICE (Transact-SQL) - SQL Server | Microsoft Docs,7
service,https://docs.microsoft.com/en-us/azure/app-service/,Azure App Service,6
service,https://docs.microsoft.com/en-us/azure/devops/pipelines/library/service-endpoints,Service connections in Azure Pipelines & TFS - Azure Pipelines ...,5
service,https://docs.microsoft.com/en-us/azure/bot-service/,"Azure Bot Service Documentation - Tutorials, API Reference - Bot ...",4
service,https://docs.microsoft.com/en-us/azure/active-directory/develop/howto-create-service-principal-portal,Create an Azure AD app & service principal in the portal - Microsoft ...,3
service,https://docs.microsoft.com/en-us/rest/api/storageservices/create-service-sas,Create a service SAS - Azure Storage | Microsoft Docs,2
service,https://docs.microsoft.com/en-us/azure/app-service/overview-hosting-plans,App Service plans - Azure App Service | Microsoft Docs,1
power automate,https://docs.microsoft.com/en-us/power-automate/,Power Automate Documentation - Power Automate | Microsoft Docs,10
power automate,https://docs.microsoft.com/en-us/power-automate/getting-started,Get started - Power Automate | Microsoft Docs,9
power automate,https://docs.microsoft.com/en-us/power-automate/ui-flows/overview,Introduction to UI flows - Power Automate | Microsoft Docs,8
power automate,https://docs.microsoft.com/en-us/power-automate/ui-flows/setup,Set up UI flows on your device - Power Automate | Microsoft Docs,7
power automate,https://docs.microsoft.com/en-us/power-automate/ui-flows/create-desktop,Learn to create desktop UI flows - Power Automate | Microsoft Docs,6
power automate,https://docs.microsoft.com/en-us/learn/modules/get-started-flows/,Get started with Power Automate - Learn | Microsoft Docs,5
power automate,https://docs.microsoft.com/en-us/power-automate/ui-flows/create-web,Learn to create UI flows for Websites - Power Automate | Microsoft ...,4
power automate,https://docs.microsoft.com/en-us/learn/paths/automate-process-power-automate/,Automate a business process using Power Automate - Learn ...,3
power automate,https://docs.microsoft.com/en-us/powerapps/maker/canvas-apps/sharepoint-scenario-intro,"Integrate Power Apps, Power Automate, and Power BI with ...",2
power automate,https://docs.microsoft.com/en-us/power-automate/visio-flows,Design flows with Microsoft Visio - Power Automate | Microsoft Docs,1
private,https://docs.microsoft.com/en-us/dotnet/csharp/language-reference/keywords/private,private keyword - C# Reference | Microsoft Docs,10
private,https://docs.microsoft.com/en-us/azure/dns/private-dns-getstarted-portal,Quickstart - Create an Azure private DNS zone using the Azure portal,9
private,https://docs.microsoft.com/en-us/microsoftteams/private-channels,Private channels in Microsoft Teams,8
private,https://docs.microsoft.com/en-us/azure/aks/private-clusters,Create a private Azure Kubernetes Service cluster | Microsoft Docs,7
private,https://docs.microsoft.com/en-us/microsoftteams/private-channels-life-cycle-management,Manage the life cycle of private channels in Microsoft Teams ...,6
private,https://docs.microsoft.com/en-us/azure/private-link/private-link-service-overview,What is Azure Private Link service? | Microsoft Docs,5
private,https://docs.microsoft.com/en-us/azure/private-link/private-link-overview,What is Azure Private Link? | Microsoft Docs,4
private,https://docs.microsoft.com/en-us/azure/dns/private-dns-overview,What is Azure Private DNS? | Microsoft Docs,3
private,https://docs.microsoft.com/en-us/azure/private-link/,"Private Link Documentation - Quickstarts, How to guides, and API ...",2
private,https://docs.microsoft.com/en-us/azure/private-link/private-endpoint-overview,What is an Azure Private Endpoint? | Microsoft Docs,1
xaml,https://docs.microsoft.com/en-us/dotnet/desktop-wpf/fundamentals/xaml,XAML overview - WPF | Microsoft Docs,10
xaml,https://docs.microsoft.com/en-us/xamarin/xamarin-forms/xaml/,eXtensible Application Markup Language (XAML) - Xamarin ...,9
xaml,https://docs.microsoft.com/en-us/windows/uwp/xaml-platform/xaml-overview,XAML overview - UWP applications | Microsoft Docs,8
xaml,https://docs.microsoft.com/en-us/dotnet/desktop-wpf/xaml-services/,XAML Services - WPF | Microsoft Docs,7
xaml,https://docs.microsoft.com/en-us/xamarin/xamarin-forms/xaml/xamlc,XAML Compilation in Xamarin.Forms - Xamarin | Microsoft Docs,6
xaml,https://docs.microsoft.com/en-us/xamarin/xamarin-forms/xaml/xaml-basics/,Xamarin.Forms XAML Basics - Xamarin | Microsoft Docs,5
xaml,https://docs.microsoft.com/en-us/dotnet/framework/wpf/advanced/xaml-in-wpf,XAML - WPF | Microsoft Docs,4
xaml,https://docs.microsoft.com/en-us/visualstudio/xaml-tools/xaml-overview,XAML overview - Visual Studio | Microsoft Docs,3
xaml,https://docs.microsoft.com/en-us/xamarin/xamarin-forms/xaml/hot-reload,XAML Hot Reload for Xamarin.Forms - Xamarin | Microsoft Docs,2
xaml,https://docs.microsoft.com/en-us/visualstudio/xaml-tools/designing-xaml-in-visual-studio,Design XAML in Visual Studio and Blend | Microsoft Docs,1
saveas,https://docs.microsoft.com/en-us/office/vba/api/excel.workbook.saveas,Workbook.SaveAs method (Excel) | Microsoft Docs,10
saveas,https://docs.microsoft.com/en-us/dotnet/api/microsoft.office.interop.word._document.saveas,SaveAs,9
saveas,https://docs.microsoft.com/en-us/previous-versions/office/developer/office-2003/aa220734(v%3Doffice.11),SaveAs Method | Microsoft Docs,8
saveas,https://docs.microsoft.com/en-us/dotnet/api/system.configuration.configuration.saveas,Configuration.SaveAs Method (System.Configuration) | Microsoft Docs,7
saveas,https://docs.microsoft.com/en-us/dynamics-nav/saveas-function,SAVEAS Function - Dynamics NAV | Microsoft Docs,6
saveas,https://docs.microsoft.com/en-us/office/vba/api/outlook.mailitem.saveas,MailItem.SaveAs method (Outlook) | Microsoft Docs,5
saveas,https://docs.microsoft.com/en-us/office/vba/api/visio.document.saveas,Document.SaveAs method (Visio) | Microsoft Docs,4
saveas,https://docs.microsoft.com/en-us/office/vba/api/powerpoint.presentation.saveas,Presentation.SaveAs method (PowerPoint) | Microsoft Docs,3
saveas,https://docs.microsoft.com/en-us/office/vba/language/reference/user-interface-help/saveas-method-vba-add-in-object-model,SaveAs method (VBA Add-In Object Model) | Microsoft Docs,2
saveas,https://docs.microsoft.com/en-us/office/vba/api/project.project.saveas,Project.SaveAs method (Project) | Microsoft Docs,1
ShowWindow,https://docs.microsoft.com/en-us/windows/win32/api/winuser/nf-winuser-showwindow,ShowWindow function (winuser.h) - Win32 apps | Microsoft Docs,10
ShowWindow,https://docs.microsoft.com/en-us/previous-versions/windows/embedded/aa453731(v%3Dmsdn.10),ShowWindow (Windows CE 5.0) | Microsoft Docs,9
ShowWindow,https://docs.microsoft.com/en-us/windows/win32/winmsg/wm-showwindow,WM_SHOWWINDOW message (Winuser.h) - Win32 apps | Microsoft ...,8
ShowWindow,https://docs.microsoft.com/en-us/dotnet/api/android.inputmethodservices.inputmethodservice.showwindow,InputMethodService.ShowWindow(Boolean) Method (Android ...,7
ShowWindow,https://docs.microsoft.com/en-us/dotnet/api/microsoft.office.interop.excel.chartclass.showwindow,ChartClass.ShowWindow Property (Microsoft.Office.Interop.Excel ...,6
ShowWindow,https://docs.microsoft.com/en-us/dotnet/api/microsoft.crm.unifiedservicedesk.dynamics.controls.nativemethods.showwindow,"NativeMethods.ShowWindow(IntPtr, NativeMethods+ ...",5
ShowWindow,https://docs.microsoft.com/en-us/dotnet/api/microsoft.office.interop.excel._chart.showwindow,_Chart.ShowWindow Property (Microsoft.Office.Interop.Excel ...,4
ShowWindow,https://docs.microsoft.com/en-us/dotnet/api/microsoft.crm.unifiedservicedesk.dynamics.icrmwindowcontainer.showwindow,ICRMWindowContainer.ShowWindow Method (Microsoft.Crm ...,3
ShowWindow,https://docs.microsoft.com/en-us/dotnet/api/microsoft.crm.unifiedservicedesk.dynamics.genericwebbrowser.showwindow,GenericWebBrowser.ShowWindow Method (Microsoft.Crm ...,2
